<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.23	15:45:00	177845	178000	177840	177925	23078	86542	1
2026.07.23	15:50:00	177930	177960	177855	177865	15382	57343	1
2026.07.23	15:55:00	177860	177935	177850	177935	14949	55737	1
2026.07.23	16:00:00	177935	178075	177930	178015	26319	100560	1
2026.07.23	16:05:00	178020	178055	177950	177955	17200	63656	1
2026.07.23	16:10:00	177955	177975	177880	177935	15802	59707	1
2026.07.23	16:15:00	177930	178000	177685	177735	34416	133880	1
2026.07.23	16:20:00	177735	177810	177635	177810	26977	107122	1
2026.07.23	16:25:00	177810	177885	177740	177810	26021	108276	1
2026.07.23	16:30:00	177815	178055	177760	177850	39507	153650	1
2026.07.23	16:35:00	177850	177865	177725	177755	15498	60631	1
2026.07.23	16:40:00	177755	177770	177670	177685	14242	54412	1
2026.07.23	16:45:00	177690	177740	177645	177685	16272	61310	1
2026.07.23	16:50:00	177685	177770	177665	177710	18052	71314	1
2026.07.23	16:55:00	177710	177815	177685	177790	16620	70218	1
2026.07.23	17:00:00	177785	177865	177720	177855	15885	62187	1
2026.07.23	17:05:00	177850	177915	177790	177820	13913	51712	1
2026.07.23	17:10:00	177820	177885	177700	177710	14418	57540	1
2026.07.23	17:15:00	177710	177785	177700	177750	7719	30359	1
2026.07.23	17:20:00	177750	177795	177730	177785	5756	23126	1
2026.07.23	17:25:00	177785	177795	177745	177780	5089	18792	1
2026.07.23	17:30:00	177775	177805	177735	177750	5699	21595	1
2026.07.23	17:35:00	177755	177815	177755	177810	4499	16245	1
2026.07.23	17:40:00	177805	177820	177780	177810	3160	12392	1
2026.07.23	17:45:00	177810	177815	177750	177795	5156	19834	1
2026.07.23	17:50:00	177800	177865	177780	177850	5521	20545	1
2026.07.23	17:55:00	177850	177865	177825	177850	2947	11376	1
2026.07.23	18:00:00	177850	177875	177790	177865	4931	16301	1
2026.07.23	18:05:00	177860	177930	177845	177910	4327	15447	1
2026.07.23	18:10:00	177905	177910	177840	177870	5166	17157	1
2026.07.23	18:15:00	177875	177910	177845	177880	4565	16328	1
2026.07.23	18:20:00	177885	178025	177805	178025	4203	29823	1
2026.07.24	09:00:00	177860	177875	177020	177030	88699	252126	1
2026.07.24	09:05:00	177030	177080	176490	176845	145496	378042	1
2026.07.24	09:10:00	176845	176845	176430	176550	81346	220910	1
2026.07.24	09:15:00	176550	176800	176470	176660	89444	261542	1
2026.07.24	09:20:00	176660	176710	176490	176590	53122	157917	1
2026.07.24	09:25:00	176595	176595	176350	176435	54887	171707	1
2026.07.24	09:30:00	176435	176730	176365	176395	84973	268538	1
2026.07.24	09:35:00	176395	176470	176315	176390	50901	158624	1
2026.07.24	09:40:00	176390	176495	176230	176360	65488	191162	1
2026.07.24	09:45:00	176355	176525	176310	176420	47410	150469	1
2026.07.24	09:50:00	176420	176445	176250	176385	42376	139491	1
2026.07.24	09:55:00	176385	176395	176155	176295	41939	136709	1
2026.07.24	10:00:00	176295	176435	176010	176225	105304	338925	1
2026.07.24	10:05:00	176225	176470	176180	176330	87405	285654	1
2026.07.24	10:10:00	176330	176390	176025	176360	98690	323599	1
2026.07.24	10:15:00	176355	176375	175950	176110	88884	306921	1
2026.07.24	10:20:00	176105	176405	176030	176250	66443	228821	1
2026.07.24	10:25:00	176250	176385	176060	176180	62575	218207	1
2026.07.24	10:30:00	176185	176425	175850	175960	133269	460230	1
2026.07.24	10:35:00	175955	176045	175755	175815	83327	286221	1
2026.07.24	10:40:00	175810	176080	175725	175950	77281	259757	1
2026.07.24	10:45:00	175945	176290	175905	176030	83397	288236	1
2026.07.24	10:50:00	176035	176170	175890	176085	63075	216561	1
2026.07.24	10:55:00	176090	176205	175905	176130	60194	201375	1
2026.07.24	11:00:00	176135	176540	176120	176345	79496	284618	1
2026.07.24	11:05:00	176350	176515	176190	176270	64327	226749	1
2026.07.24	11:10:00	176270	176415	176165	176245	61579	221792	1
2026.07.24	11:15:00	176240	176365	176085	176175	52674	188297	1
2026.07.24	11:20:00	176175	176555	176065	176405	77257	275252	1
2026.07.24	11:25:00	176405	176570	176390	176490	45565	166707	1
2026.07.24	11:30:00	176490	176600	176170	176180	69686	260408	1
2026.07.24	11:35:00	176175	176285	176115	176140	42761	155295	1
2026.07.24	11:40:00	176135	176230	176085	176145	32432	122721	1
2026.07.24	11:45:00	176145	176280	176075	176260	33015	117041	1
2026.07.24	11:50:00	176255	176375	176205	176310	37769	136206	1
2026.07.24	11:55:00	176305	176445	176295	176395	31492	110289	1
2026.07.24	12:00:00	176390	176445	176040	176090	51111	191160	1
2026.07.24	12:05:00	176085	176095	175850	175920	54823	211665	1
2026.07.24	12:10:00	175920	176265	175850	176225	65146	243655	1
2026.07.24	12:15:00	176225	176440	176170	176205	64574	260838	1
2026.07.24	12:20:00	176205	176345	176200	176225	27411	101992	1
2026.07.24	12:25:00	176230	176315	176060	176115	33171	122855	1
2026.07.24	12:30:00	176115	176155	176000	176020	29887	112188	1
2026.07.24	12:35:00	176020	176135	175975	176075	25186	89332	1
2026.07.24	12:40:00	176075	176155	175935	176015	29231	105392	1
2026.07.24	12:45:00	176020	176075	175975	176000	14407	54768	1
2026.07.24	12:50:00	175990	176035	175920	175965	17014	63997	1
2026.07.24	12:55:00	175965	176075	175925	176020	19155	71033	1
2026.07.24	13:00:00	176015	176070	175970	175995	13607	55109	1
2026.07.24	13:05:00	175995	176015	175940	175950	11448	45389	1
2026.07.24	13:10:00	175945	175985	175900	175930	12933	47398	1
2026.07.24	13:15:00	175930	175995	175810	175865	25837	95077	1
2026.07.24	13:20:00	175860	175890	175790	175860	18822	71530	1
2026.07.24	13:25:00	175855	175930	175840	175890	15037	59334	1
2026.07.24	13:30:00	175890	175895	175735	175805	29195	120974	1
2026.07.24	13:35:00	175810	175810	175500	175570	48667	192794	1
2026.07.24	13:40:00	175575	175585	175480	175500	21365	84233	1
2026.07.24	13:45:00	175500	175530	175370	175425	32038	128890	1
2026.07.24	13:50:00	175425	175445	175280	175385	30947	125660	1
2026.07.24	13:55:00	175390	175465	175370	175430	18749	77744	1
2026.07.24	14:00:00	175435	175470	175345	175395	21847	90311	1
2026.07.24	14:05:00	175390	175440	175330	175365	21734	95037	1
2026.07.24	14:10:00	175365	175405	175340	175380	12853	52521	1
2026.07.24	14:15:00	175380	175440	175345	175390	13906	53378	1
2026.07.24	14:20:00	175385	175440	175375	175430	9693	39815	1
2026.07.24	14:25:00	175430	175490	175370	175475	18101	69754	1
2026.07.24	14:30:00	175470	175495	175340	175460	25620	101657	1
2026.07.24	14:35:00	175465	175470	175390	175405	12952	58887	1
2026.07.24	14:40:00	175405	175435	175335	175425	21302	96435	1
2026.07.24	14:45:00	175425	175460	175400	175445	13550	60876	1
2026.07.24	14:50:00	175440	175450	175210	175260	32872	141439	1
2026.07.24	14:55:00	175255	175315	175230	175295	15468	64646	1
2026.07.24	15:00:00	175295	175365	175285	175350	16938	72910	1
2026.07.24	15:05:00	175350	175390	175305	175365	16921	72684	1
2026.07.24	15:10:00	175365	175395	175340	175370	7820	34658	1
2026.07.24	15:15:00	175365	175380	175265	175275	14989	66875	1
2026.07.24	15:20:00	175275	175325	175255	175300	11279	51328	1
2026.07.24	15:25:00	175300	175320	175225	175250	12431	56895	1
2026.07.24	15:30:00	175250	175330	175240	175275	15379	67943	1
2026.07.24	15:35:00	175270	175400	175260	175380	20036	86454	1
2026.07.24	15:40:00	175380	175385	175285	175310	13533	55128	1
2026.07.24	15:45:00	175310	175385	175310	175355	11804	48781	1
2026.07.24	15:50:00	175360	175385	175345	175370	6240	23809	1
2026.07.24	15:55:00	175375	175435	175345	175400	14855	59173	1
2026.07.24	16:00:00	175405	175410	175300	175395	19396	84922	1
2026.07.24	16:05:00	175400	175450	175360	175380	13516	53330	1
2026.07.24	16:10:00	175385	175435	175310	175325	13564	55126	1
2026.07.24	16:15:00	175325	175355	175280	175310	14009	65275	1
2026.07.24	16:20:00	175315	175380	175255	175255	15441	68875	1
2026.07.24	16:25:00	175260	175315	175240	175290	13894	61680	1
2026.07.24	16:30:00	175290	175325	175260	175270	9244	37812	1
2026.07.24	16:35:00	175270	175320	175255	175275	12564	53065	1
2026.07.24	16:40:00	175270	175310	175255	175275	8237	38307	1
2026.07.24	16:45:00	175275	175280	175105	175200	29536	126668	1
2026.07.24	16:50:00	175195	175210	175110	175165	15840	69526	1
2026.07.24	16:55:00	175160	175165	174955	175045	34177	152456	1
2026.07.24	17:00:00	175045	175125	175005	175105	20456	93751	1
2026.07.24	17:05:00	175105	175110	174915	174960	17702	80645	1
2026.07.24	17:10:00	174960	174975	174915	174940	10787	47626	1
2026.07.24	17:15:00	174945	175010	174940	174975	8777	37223	1
2026.07.24	17:20:00	174970	174990	174930	174945	5906	25196	1
2026.07.24	17:25:00	174950	174965	174935	174955	3481	14425	1
2026.07.24	17:30:00	174955	174985	174880	174910	11787	51174	1
2026.07.24	17:35:00	174910	174935	174860	174920	5979	25237	1
2026.07.24	17:40:00	174920	174930	174895	174925	3472	14973	1
2026.07.24	17:45:00	174930	174970	174870	174880	8639	35196	1
2026.07.24	17:50:00	174880	174905	174860	174895	4217	17310	1
2026.07.24	17:55:00	174900	174945	174880	174930	5005	19863	1
2026.07.24	18:00:00	174935	174950	174765	174820	11903	43460	1
2026.07.24	18:05:00	174825	174870	174815	174860	5088	15487	1
2026.07.24	18:10:00	174860	174880	174810	174845	6794	22920	1
2026.07.24	18:15:00	174850	174865	174800	174850	5606	20702	1
2026.07.24	18:20:00	174850	174910	174700	174700	6336	36995	1
2026.07.27	09:00:00	175440	176130	175440	175980	25466	281792	0
2026.07.27	09:05:00	175985	176000	175455	175535	28599	288709	0
2026.07.27	09:10:00	175535	175800	175475	175725	18122	184719	0
2026.07.27	09:15:00	175730	175855	175690	175760	14457	146884	0
2026.07.27	09:20:00	175760	175795	175635	175705	11256	113714	0
2026.07.27	09:25:00	175705	175810	175655	175735	10173	86853	0
2026.07.27	09:30:00	175740	175755	175540	175620	17804	175360	0
2026.07.27	09:35:00	175620	175635	175555	175580	7763	67649	0
2026.07.27	09:40:00	175575	175610	175515	175565	11134	101171	0
2026.07.27	09:45:00	175565	175885	175560	175780	16259	186200	0
2026.07.27	09:50:00	175785	175945	175750	175830	16196	153863	0
2026.07.27	09:55:00	175835	175875	175740	175840	11045	112816	0
2026.07.27	10:00:00	175840	175900	175290	175330	37654	462325	0
2026.07.27	10:05:00	175330	175440	175130	175285	31820	330852	0
2026.07.27	10:10:00	175285	175520	175180	175415	26857	310310	0
2026.07.27	10:15:00	175415	175470	175260	175450	15840	175329	0
2026.07.27	10:20:00	175450	175565	175265	175320	19702	214313	0
2026.07.27	10:25:00	175320	175655	175275	175585	19545	211462	0
2026.07.27	10:30:00	175585	175765	175405	175655	35654	440991	0
2026.07.27	10:35:00	175655	175770	175475	175540	23331	265853	0
2026.07.27	10:40:00	175535	175960	175520	175785	28456	317145	0
2026.07.27	10:45:00	175785	175885	175655	175715	20080	202823	0
2026.07.27	10:50:00	175720	175725	175300	175325	23366	243949	0
2026.07.27	10:55:00	175325	175560	175250	175515	20455	225858	0
2026.07.27	11:00:00	175515	175635	175195	175375	29466	398071	0
2026.07.27	11:05:00	175370	175430	175065	175405	24968	289125	0
2026.07.27	11:10:00	175400	175490	175270	175430	18963	200232	0
